GeneID	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Plastic.rep1	Plastic.rep2	Matrigel.rep1	Matrigel.rep2	Plastic.TPM	Matrigel.TPM
ENSG00000173473	SMARCC1	1087.8640	-13.5774	1.4445	-9.3993	5.490E-21	5.908E-20	2282.4920	2068.9642	0.0000	0.0000	41.99	39.09
ENSG00000150672	DLG2	1249.1021	0.7178	0.0764	9.3935	5.801E-21	6.234E-20	988.3160	900.5836	1554.8964	1552.6122	1.34	0.50
ENSG00000147257	GPC3	114.4990	2.1273	0.2267	9.3858	6.246E-21	6.702E-20	38.8552	46.5284	188.6491	183.9634	1.92	1.45
ENSG00000180694	TMEM64	380.4193	-1.0418	0.1111	-9.3770	6.789E-21	7.274E-20	503.1246	521.1184	248.9390	248.4950	8.59	10.61
ENSG00000248932	COPB2-DT	64.6857	-4.2905	0.4576	-9.3751	6.909E-21	7.392E-20	135.4949	110.6343	9.7242	2.8895	4.46	1.22
ENSG00000162407	PLPP3	1058.7551	-13.5382	1.4444	-9.3730	7.047E-21	7.528E-20	2189.8374	2045.1830	0.0000	0.0000	10.60	13.92
ENSG00000175806	MSRA	1051.7728	-13.5285	1.4443	-9.3672	7.451E-21	7.949E-20	2108.1419	2098.9492	0.0000	0.0000	10.85	10.26
ENSG00000169857	AVEN	374.0166	-9.5925	1.0241	-9.3670	7.462E-21	7.949E-20	764.1516	729.9794	0.9724	0.9632	3.08	13.02
ENSG00000157193	LRP8	372.3067	-9.5855	1.0241	-9.3600	7.971E-21	8.479E-20	726.2927	760.9983	0.9724	0.9632	19.92	27.97
ENSG00000227674	LINC00355	1042.3299	-13.5157	1.4444	-9.3575	8.164E-21	8.671E-20	2149.9859	2019.3339	0.0000	0.0000	1.29	0.58
ENSG00000114279	FGF12	234.4958	2.3153	0.2479	9.3401	9.626E-21	1.021E-19	92.6546	64.1058	415.2225	366.0004	0.02	0.00
ENSG00000228659	LINC01201	122.0217	2.0822	0.2232	9.3296	1.062E-20	1.125E-19	53.7995	39.2907	212.9595	182.0370	0.00	0.00
ENSG00000171530	TBCA	177.1465	7.8565	0.8427	9.3233	1.127E-20	1.192E-19	1.9926	1.0340	358.8223	346.7372	241.48	202.05
ENSG00000168243	GNG4	1036.0153	13.4381	1.4442	9.3045	1.346E-20	1.421E-19	0.0000	0.0000	2080.9746	2063.0865	7.94	6.12
ENSG00000259072	AL161751.1	983.6275	-13.4319	1.4443	-9.3000	1.405E-20	1.481E-19	1988.5875	1945.9223	0.0000	0.0000	0.00	0.00
ENSG00000152253	SPC25	977.2646	-13.4225	1.4443	-9.2935	1.493E-20	1.572E-19	1950.7287	1958.3299	0.0000	0.0000	5.97	4.33
ENSG00000287918	ENSG00000287918	1023.9040	13.4211	1.4445	9.2909	1.530E-20	1.609E-19	0.0000	0.0000	2151.9611	1943.6548	0.05	0.07
ENSG00000158445	KCNB1	67.4192	4.6757	0.5037	9.2825	1.655E-20	1.738E-19	3.9851	6.2038	142.9454	116.5422	0.51	0.03
ENSG00000141449	GREB1L	113.3129	-6.8592	0.7394	-9.2761	1.758E-20	1.843E-19	229.1459	220.2346	1.9448	1.9263	0.72	0.26
ENSG00000104723	TUSC3	365.8639	9.4920	1.0241	9.2689	1.881E-20	1.969E-19	0.9963	1.0340	740.9825	720.4429	40.67	31.72
ENSG00000132824	SERINC3	366.9079	9.4961	1.0246	9.2684	1.889E-20	1.975E-19	1.9926	0.0000	778.9068	686.7323	95.62	54.58
ENSG00000260223	AC099511.1	996.2618	13.3816	1.4444	9.2642	1.965E-20	2.052E-19	0.0000	0.0000	2071.2504	1913.7968	0.00	0.00
ENSG00000227510	LINC01442	82.3352	5.7308	0.6187	9.2627	1.993E-20	2.078E-19	3.9851	2.0679	167.2559	156.0318	0.00	0.00
ENSG00000153250	RBMS1	945.8282	-13.3754	1.4443	-9.2607	2.031E-20	2.114E-19	1912.8698	1870.4429	0.0000	0.0000	27.22	16.09
ENSG00000052126	PLEKHA5	95.5661	2.3719	0.2562	9.2585	2.074E-20	2.156E-19	31.8812	29.9850	167.2559	153.1423	33.15	5.70
ENSG00000258718	LINC02311	941.3826	-13.3686	1.4443	-9.2560	2.122E-20	2.203E-19	1890.9515	1874.5787	0.0000	0.0000	0.00	0.03
ENSG00000172775	PSME3IP1	116.6821	6.8326	0.7389	9.2468	2.314E-20	2.399E-19	1.9926	2.0679	239.2148	223.4529	78.31	76.25
ENSG00000248131	LINC01194	931.9638	-13.3542	1.4444	-9.2457	2.336E-20	2.419E-19	1902.9069	1824.9484	0.0000	0.0000	0.05	0.06
ENSG00000267413	LINC01901	929.8718	-13.3510	1.4445	-9.2428	2.402E-20	2.483E-19	1932.7955	1786.6917	0.0000	0.0000	0.00	0.00
ENSG00000143036	SLC44A3	925.9213	-13.3446	1.4443	-9.2393	2.481E-20	2.561E-19	1831.1743	1872.5108	0.0000	0.0000	10.97	6.32
ENSG00000069869	NEDD4	355.4382	9.4502	1.0241	9.2275	2.769E-20	2.855E-19	0.9963	1.0340	710.8376	708.8850	6.39	3.72
ENSG00000169760	NLGN1	117.3544	2.0721	0.2247	9.2203	2.964E-20	3.051E-19	52.8032	37.2227	192.5388	186.8528	8.00	1.70
ENSG00000250938	MAD2L1-DT	283.9073	4.1860	0.4541	9.2173	3.046E-20	3.131E-19	18.9294	40.3246	561.0852	515.2900	1.22	0.45
ENSG00000173467	AGR3	902.7377	-13.3080	1.4443	-9.2140	3.143E-20	3.227E-19	1795.3080	1815.6427	0.0000	0.0000	0.00	0.00
ENSG00000140968	IRF8	946.3675	13.3075	1.4444	9.2132	3.165E-20	3.244E-19	0.0000	0.0000	1948.7257	1836.7441	0.00	0.00
ENSG00000277481	PKD1L3	65.8481	-3.3060	0.3588	-9.2130	3.172E-20	3.247E-19	127.5247	111.6682	12.6414	11.5579	0.02	0.00
ENSG00000060642	PIGV	894.2964	-13.2946	1.4444	-9.2045	3.432E-20	3.509E-19	1813.2411	1763.9445	0.0000	0.0000	19.25	5.41
ENSG00000111404	RERGL	351.4698	9.4338	1.0251	9.2027	3.492E-20	3.565E-19	0.9963	1.0340	763.3482	640.5007	0.00	0.00
ENSG00000106366	SERPINE1	934.7748	13.2897	1.4444	9.2006	3.558E-20	3.627E-19	0.0000	0.0000	1934.1395	1804.9599	0.04	0.23
ENSG00000068650	ATP11A	888.0926	-13.2846	1.4444	-9.1974	3.668E-20	3.734E-19	1813.2411	1739.1293	0.0000	0.0000	51.15	18.61
ENSG00000185737	NRG3	252.4299	-1.2831	0.1395	-9.1964	3.700E-20	3.762E-19	380.5814	335.0047	140.0282	154.1054	0.26	0.08
ENSG00000198796	ALPK2	885.3528	-13.2801	1.4444	-9.1944	3.772E-20	3.830E-19	1802.2820	1739.1293	0.0000	0.0000	0.00	0.00
ENSG00000048471	SNX29	61.4808	-3.8021	0.4135	-9.1940	3.785E-20	3.837E-19	110.5878	118.9060	5.8345	10.5947	5.62	2.46
ENSG00000229589	ACVR2B-AS1	880.4709	-13.2720	1.4444	-9.1889	3.970E-20	4.020E-19	1744.4974	1777.3860	0.0000	0.0000	2.88	0.94
ENSG00000112137	PHACTR1	865.4919	-13.2474	1.4444	-9.1715	4.665E-20	4.717E-19	1770.4008	1691.5669	0.0000	0.0000	33.25	71.84
ENSG00000267789	AC100775.1	862.5125	-13.2424	1.4444	-9.1681	4.813E-20	4.859E-19	1757.4491	1692.6009	0.0000	0.0000	0.00	0.00
ENSG00000179399	GPC5	151.6280	1.7367	0.1895	9.1666	4.882E-20	4.922E-19	73.7252	66.1738	248.9390	217.6739	0.00	0.00
ENSG00000234444	ZNF736	861.7265	-13.2413	1.4446	-9.1658	4.920E-20	4.954E-19	1813.2411	1633.6649	0.0000	0.0000	1.43	0.32
ENSG00000150403	TMCO3	855.0769	-13.2301	1.4445	-9.1587	5.253E-20	5.282E-19	1778.3711	1641.9366	0.0000	0.0000	42.09	23.62
ENSG00000204406	MBD5	74.1460	2.9268	0.3196	9.1567	5.353E-20	5.375E-19	19.9257	14.4755	122.5247	139.6580	21.34	5.64
ENSG00000100344	PNPLA3	849.4477	-13.2204	1.4444	-9.1529	5.540E-20	5.555E-19	1717.5976	1680.1933	0.0000	0.0000	61.58	18.57
ENSG00000284699	AL445648.1	844.7896	-13.2126	1.4445	-9.1469	5.861E-20	5.869E-19	1745.4937	1633.6649	0.0000	0.0000	0.00	0.07
ENSG00000285894	AL136372.2	841.0682	-13.2061	1.4444	-9.1430	6.075E-20	6.075E-19	1701.6571	1662.6159	0.0000	0.0000	0.00	0.00
ENSG00000139266	MARCHF9	837.8721	-13.2006	1.4444	-9.1390	6.303E-20	6.295E-19	1711.6199	1639.8687	0.0000	0.0000	21.44	6.08
ENSG00000146426	TIAM2	839.5015	-13.2036	1.4448	-9.1388	6.317E-20	6.300E-19	1785.3451	1572.6609	0.0000	0.0000	7.15	2.71
ENSG00000152217	SETBP1	873.0378	13.1911	1.4444	9.1325	6.695E-20	6.668E-19	0.0000	0.0000	1793.1388	1699.0124	5.30	0.84
ENSG00000186566	GPATCH8	821.8268	-13.1729	1.4446	-9.1188	7.596E-20	7.555E-19	1713.6125	1573.6949	0.0000	0.0000	27.44	18.95
ENSG00000120278	PLEKHG1	858.7525	13.1673	1.4444	9.1160	7.794E-20	7.741E-19	0.0000	0.0000	1760.0766	1674.9334	32.30	4.92
ENSG00000138246	DNAJC13	857.5324	13.1653	1.4444	9.1147	7.891E-20	7.827E-19	0.0000	0.0000	1753.2697	1676.8597	21.16	12.28
ENSG00000145416	MARCHF1	815.5363	-13.1614	1.4445	-9.1115	8.126E-20	8.049E-19	1586.0879	1676.0574	0.0000	0.0000	0.74	0.22
ENSG00000184984	CHRM5	312.8977	-9.3348	1.0247	-9.1100	8.241E-20	8.153E-19	639.6158	610.0394	0.9724	0.9632	0.22	0.00
ENSG00000285471	AC007846.2	61.1737	-3.7051	0.4069	-9.1049	8.634E-20	8.529E-19	115.5692	111.6682	12.6414	4.8158	0.00	0.00
ENSG00000155846	PPARGC1B	843.2772	13.1411	1.4444	9.0977	9.229E-20	9.105E-19	0.0000	0.0000	1732.8489	1640.2597	8.49	6.23
ENSG00000175697	GPR156	104.0313	-6.7344	0.7411	-9.0872	1.016E-19	1.001E-18	199.2573	212.9968	1.9448	1.9263	0.03	0.11
ENSG00000175773	ZBTB44-DT	792.7420	-13.1207	1.4444	-9.0837	1.050E-19	1.033E-18	1591.0693	1579.8987	0.0000	0.0000	0.04	0.19
ENSG00000158813	EDA	77.2348	5.6364	0.6205	9.0836	1.051E-19	1.033E-18	2.9889	3.1019	144.8903	157.9581	2.02	0.38
ENSG00000163630	SYNPR	791.8535	-13.1191	1.4444	-9.0825	1.061E-19	1.041E-18	1603.0247	1564.3892	0.0000	0.0000	0.00	0.00
ENSG00000150457	LATS2	791.0362	-13.1175	1.4444	-9.0815	1.071E-19	1.050E-18	1580.1101	1584.0345	0.0000	0.0000	21.50	7.51
ENSG00000163125	RPRD2	304.2744	-9.2940	1.0248	-9.0693	1.197E-19	1.172E-18	594.7829	620.3791	0.9724	0.9632	16.82	11.84
ENSG00000157542	KCNJ6	780.8420	-13.0989	1.4445	-9.0683	1.209E-19	1.181E-18	1592.0656	1531.3023	0.0000	0.0000	0.00	0.01
ENSG00000249884	RNF103-CHMP3	107.9989	-2.0886	0.2306	-9.0579	1.329E-19	1.296E-18	184.3130	165.4344	39.8691	42.3790	0.33	1.04
ENSG00000115561	CHMP3	107.9989	-2.0886	0.2306	-9.0579	1.329E-19	1.296E-18	184.3130	165.4344	39.8691	42.3790	73.01	68.92
ENSG00000112964	GHR	91.6519	2.3855	0.2634	9.0570	1.341E-19	1.306E-18	26.8997	32.0529	143.9179	163.7370	5.60	3.05
ENSG00000161692	DBF4B	771.3448	-13.0811	1.4444	-9.0561	1.352E-19	1.314E-18	1530.2958	1555.0835	0.0000	0.0000	11.12	4.45
ENSG00000134115	CNTN6	242.6779	1.2854	0.1420	9.0515	1.410E-19	1.369E-18	128.5209	154.0608	349.0981	339.0320	0.22	0.12
ENSG00000198771	RCSD1	767.0572	-13.0734	1.4446	-9.0496	1.435E-19	1.392E-18	1601.0321	1467.1965	0.0000	0.0000	0.01	0.10
ENSG00000291177	ZNF56P	764.7590	-13.0690	1.4447	-9.0465	1.476E-19	1.430E-18	1598.0433	1460.9927	0.0000	0.0000	3.70	2.12
ENSG00000237188	AC242426.2	762.5226	-13.0647	1.4445	-9.0444	1.505E-19	1.454E-18	1561.1807	1488.9098	0.0000	0.0000	1.81	0.44
ENSG00000131781	FMO5	762.5226	-13.0647	1.4445	-9.0444	1.505E-19	1.454E-18	1561.1807	1488.9098	0.0000	0.0000	2.05	0.79
ENSG00000288069	ENSG00000288069	762.5833	-13.0649	1.4446	-9.0440	1.510E-19	1.457E-18	1582.1027	1468.2305	0.0000	0.0000	0.00	0.00
ENSG00000185873	TMPRSS11B	760.7592	-13.0615	1.4448	-9.0404	1.562E-19	1.504E-18	1610.9950	1432.0417	0.0000	0.0000	0.00	0.00
ENSG00000267378	AC020897.1	795.0637	13.0562	1.4444	9.0390	1.580E-19	1.520E-18	0.0000	0.0000	1608.3794	1571.8754	0.00	0.00
ENSG00000101413	RPRD1B	793.9871	13.0542	1.4446	9.0363	1.620E-19	1.557E-18	0.0000	0.0000	1661.8624	1514.0859	19.59	14.79
ENSG00000266573	AC018697.1	750.1256	-13.0409	1.4445	-9.0282	1.745E-19	1.675E-18	1505.3887	1495.1135	0.0000	0.0000	0.22	0.00
ENSG00000081913	PHLPP1	58.6704	-3.9233	0.4351	-9.0168	1.937E-19	1.856E-18	110.5878	109.6003	4.8621	9.6316	16.90	4.13
ENSG00000106346	USP42	741.4781	-13.0242	1.4445	-9.0166	1.941E-19	1.858E-18	1490.4444	1475.4682	0.0000	0.0000	7.86	8.17
ENSG00000266076	AC004805.1	740.8805	-13.0232	1.4446	-9.0153	1.963E-19	1.877E-18	1526.3107	1437.2115	0.0000	0.0000	0.00	0.00
ENSG00000154380	ENAH	738.5971	-13.0186	1.4445	-9.0126	2.012E-19	1.921E-18	1494.4295	1459.9587	0.0000	0.0000	59.78	52.47
ENSG00000172765	TMCC1	739.6939	-13.0204	1.4447	-9.0124	2.016E-19	1.922E-18	1405.7600	1553.0156	0.0000	0.0000	4.34	3.94
ENSG00000267645	AC105052.3	58.1664	-4.0156	0.4459	-9.0066	2.126E-19	2.024E-18	111.5841	107.5324	6.8069	6.7421	22.60	17.92
ENSG00000075568	TMEM131	734.4559	-13.0107	1.4446	-9.0063	2.131E-19	2.026E-18	1522.3255	1415.4982	0.0000	0.0000	17.60	11.24
ENSG00000289309	LOC107984536	731.5906	-13.0047	1.4445	-9.0029	2.199E-19	2.088E-18	1442.6226	1483.7399	0.0000	0.0000	0.00	0.00
ENSG00000181450	ZNF678	730.2458	-13.0022	1.4445	-9.0012	2.233E-19	2.117E-18	1475.5001	1445.4832	0.0000	0.0000	0.87	0.46
ENSG00000166016	ABTB2	728.4793	-12.9986	1.4445	-8.9987	2.284E-19	2.163E-18	1443.6189	1470.2984	0.0000	0.0000	10.78	3.55
ENSG00000152582	SPEF2	114.9187	2.0347	0.2262	8.9960	2.341E-19	2.215E-18	52.8032	37.2227	180.8698	188.7792	0.15	0.02
ENSG00000259447	AC013652.2	723.3932	-12.9887	1.4446	-8.9913	2.442E-19	2.307E-18	1489.4481	1404.1246	0.0000	0.0000	0.00	0.00
ENSG00000119771	KLHL29	755.6321	12.9828	1.4445	8.9880	2.519E-19	2.376E-18	0.0000	0.0000	1531.5584	1490.9701	6.14	2.77
ENSG00000156299	TIAM1	719.1778	-12.9803	1.4446	-8.9857	2.572E-19	2.423E-18	1470.5186	1406.1925	0.0000	0.0000	12.93	4.76
ENSG00000152578	GRIA4	718.1815	-12.9783	1.4445	-8.9843	2.604E-19	2.450E-18	1466.5335	1406.1925	0.0000	0.0000	0.31	0.17
ENSG00000130414	NDUFA10	749.6540	12.9713	1.4446	8.9794	2.723E-19	2.559E-18	0.0000	0.0000	1549.0619	1449.5542	50.76	62.80
ENSG00000233420	AC002127.2	711.9777	-12.9658	1.4446	-8.9754	2.824E-19	2.651E-18	1466.5335	1381.3774	0.0000	0.0000	0.00	0.00
ENSG00000181381	DDX60L	710.6853	-12.9632	1.4446	-8.9735	2.873E-19	2.694E-18	1466.5335	1376.2076	0.0000	0.0000	4.64	2.10
ENSG00000245750	DRAIC	143.1500	1.7806	0.1984	8.9732	2.880E-19	2.696E-18	53.7995	75.4795	230.4631	212.8581	0.59	0.34
ENSG00000266923	AC063949.2	709.3374	-12.9602	1.4445	-8.9720	2.911E-19	2.722E-18	1417.7155	1419.6341	0.0000	0.0000	0.00	0.00
ENSG00000197702	PARVA	742.2799	12.9571	1.4445	8.9702	2.960E-19	2.764E-18	0.0000	0.0000	1485.8547	1483.2648	31.49	29.87
ENSG00000260517	AC009093.2	60.7171	3.7078	0.4138	8.9612	3.212E-19	2.992E-18	6.9740	10.3397	119.6074	105.9475	0.00	0.00
ENSG00000291188	ENSG00000291188	60.7171	3.7078	0.4138	8.9612	3.212E-19	2.992E-18	6.9740	10.3397	119.6074	105.9475	0.00	0.00
ENSG00000228655	AC096558.1	701.3472	-12.9441	1.4446	-8.9603	3.238E-19	3.013E-18	1442.6226	1362.7660	0.0000	0.0000	0.00	0.00
ENSG00000224101	ELMO1-AS1	698.5750	-12.9382	1.4445	-8.9567	3.346E-19	3.109E-18	1407.7526	1386.5472	0.0000	0.0000	0.00	0.00
ENSG00000229013	AC083939.1	722.5884	12.9182	1.4447	8.9420	3.823E-19	3.539E-18	0.0000	0.0000	1508.2204	1382.1331	0.00	0.00
ENSG00000207255	RNU6-1117P	722.5884	12.9182	1.4447	8.9420	3.823E-19	3.539E-18	0.0000	0.0000	1508.2204	1382.1331	0.00	0.00
ENSG00000265301	MIR548AD	722.5884	12.9182	1.4447	8.9420	3.823E-19	3.539E-18	0.0000	0.0000	1508.2204	1382.1331	0.00	0.00
ENSG00000184349	EFNA5	685.0644	-12.9098	1.4446	-8.9365	4.017E-19	3.714E-18	1333.0311	1407.2265	0.0000	0.0000	5.39	1.48
ENSG00000263547	LOC339298	682.9566	-12.9059	1.4449	-8.9321	4.180E-19	3.860E-18	1446.6078	1285.2186	0.0000	0.0000	0.00	0.00
ENSG00000188342	GTF2F2	677.2238	-12.8936	1.4447	-8.9251	4.455E-19	4.108E-18	1396.7934	1312.1017	0.0000	0.0000	21.54	17.34
ENSG00000222609	RNU4-69P	701.7207	12.8760	1.4446	8.9133	4.954E-19	4.563E-18	0.0000	0.0000	1441.1235	1365.7594	0.00	0.00
ENSG00000125386	FAM193A	669.2807	-12.8767	1.4449	-8.9118	5.019E-19	4.617E-18	1416.7192	1260.4035	0.0000	0.0000	10.64	5.82
ENSG00000087266	SH3BP2	700.2945	12.8730	1.4446	8.9109	5.060E-19	4.649E-18	0.0000	0.0000	1448.9029	1352.2752	21.40	21.32
ENSG00000166825	ANPEP	666.3641	-12.8700	1.4446	-8.9091	5.145E-19	4.721E-18	1315.0980	1350.3584	0.0000	0.0000	0.00	0.00
ENSG00000226320	LINC01811	271.4471	-9.1292	1.0252	-8.9045	5.360E-19	4.913E-18	539.9872	543.8656	0.9724	0.9632	0.00	0.00
ENSG00000290849	ENSG00000290849	659.7239	-12.8554	1.4447	-8.8985	5.661E-19	5.175E-18	1279.2317	1359.6641	0.0000	0.0000	0.04	0.00
ENSG00000268869	ESPNP	659.7239	-12.8554	1.4447	-8.8985	5.661E-19	5.175E-18	1279.2317	1359.6641	0.0000	0.0000	0.08	0.00
ENSG00000187164	SHTN1	691.4223	12.8546	1.4449	8.8967	5.753E-19	5.253E-18	0.0000	0.0000	1464.4615	1301.2277	36.42	29.94
ENSG00000170310	STX8	657.8475	-12.8517	1.4446	-8.8962	5.779E-19	5.270E-18	1341.0014	1290.3885	0.0000	0.0000	25.53	34.07
ENSG00000249807	AC034229.1	653.1999	-12.8413	1.4446	-8.8892	6.154E-19	5.605E-18	1313.1054	1299.6941	0.0000	0.0000	0.26	0.06
ENSG00000175928	LRRN1	652.6400	-12.8403	1.4447	-8.8879	6.226E-19	5.663E-18	1344.9866	1265.5733	0.0000	0.0000	0.00	0.02
ENSG00000163755	HPS3	650.8075	-12.8361	1.4446	-8.8855	6.365E-19	5.776E-18	1320.0794	1283.1507	0.0000	0.0000	69.55	33.24
ENSG00000047457	CP	650.8075	-12.8361	1.4446	-8.8855	6.365E-19	5.776E-18	1320.0794	1283.1507	0.0000	0.0000	0.10	0.11
ENSG00000287042	ENSG00000287042	679.4199	12.8294	1.4446	8.8812	6.616E-19	5.996E-18	0.0000	0.0000	1378.8888	1338.7909	2.51	0.17
ENSG00000188596	CFAP54	645.1019	-12.8235	1.4447	-8.8764	6.904E-19	6.249E-18	1322.0720	1258.3355	0.0000	0.0000	0.05	0.05
ENSG00000065970	FOXJ2	673.5900	12.8170	1.4446	8.8726	7.144E-19	6.459E-18	0.0000	0.0000	1357.4956	1336.8646	9.36	7.85
ENSG00000260573	LOC124903770	671.6475	12.8128	1.4446	8.8697	7.331E-19	6.620E-18	0.0000	0.0000	1350.6886	1335.9015	0.00	0.00
ENSG00000172995	ARPP21	638.6909	-12.8092	1.4449	-8.8652	7.633E-19	6.884E-18	1343.9903	1210.7731	0.0000	0.0000	0.00	0.15
ENSG00000218198	RPS20P32	666.8711	12.8025	1.4446	8.8622	7.846E-19	7.067E-18	0.0000	0.0000	1367.2197	1300.2646	0.00	0.00
ENSG00000257060	AC091078.1	264.1351	-9.0892	1.0259	-8.8602	7.990E-19	7.188E-18	493.1617	561.4431	0.9724	0.9632	0.03	0.02
ENSG00000122584	NXPH1	664.4053	12.7972	1.4446	8.8588	8.088E-19	7.267E-18	0.0000	0.0000	1342.9093	1314.7120	0.00	0.00
ENSG00000156042	CFAP70	633.5609	-12.7971	1.4447	-8.8579	8.154E-19	7.318E-18	1230.4136	1303.8300	0.0000	0.0000	0.15	0.40
ENSG00000154493	C10orf90	672.4191	-12.8832	1.4545	-8.8573	8.201E-19	7.351E-18	1467.5298	1222.1468	0.0000	0.0000	43.68	13.61
ENSG00000153561	RMND5A	630.7959	-12.7912	1.4447	-8.8536	8.473E-19	7.585E-18	1304.1388	1219.0449	0.0000	0.0000	18.76	15.35
ENSG00000170959	DCDC1	1690.5371	-12.7703	1.4424	-8.8533	8.497E-19	7.597E-18	3360.4738	3400.7112	0.0000	0.9632	0.02	0.02
ENSG00000151702	FLI1	658.6750	12.7846	1.4447	8.8494	8.800E-19	7.859E-18	0.0000	0.0000	1363.3301	1271.3698	0.00	0.00
ENSG00000064989	CALCRL	627.2430	-12.7830	1.4447	-8.8479	8.916E-19	7.953E-18	1297.1648	1211.8071	0.0000	0.0000	0.00	0.08
ENSG00000248685	LINC02484	56.1880	-4.1979	0.4745	-8.8461	9.065E-19	8.076E-18	105.6064	107.5324	5.8345	5.7790	0.00	0.00
ENSG00000271955	AC007100.1	330.4441	-1.0441	0.1180	-8.8446	9.186E-19	8.174E-18	440.3586	449.7748	217.8216	213.8213	0.00	0.00
ENSG00000239498	AC019211.1	622.1214	-12.7709	1.4446	-8.8402	9.557E-19	8.494E-18	1237.3876	1251.0978	0.0000	0.0000	0.00	0.00
ENSG00000239440	LINC02008	621.5897	-12.7699	1.4447	-8.8392	9.637E-19	8.555E-18	1266.2799	1220.0788	0.0000	0.0000	0.00	0.00
ENSG00000266952	LINC01538	620.3025	-12.7667	1.4446	-8.8373	9.809E-19	8.697E-18	1238.3839	1242.8261	0.0000	0.0000	0.00	0.00
ENSG00000247828	TMEM161B-DT	620.2324	-12.7665	1.4447	-8.8369	9.842E-19	8.716E-18	1218.4582	1262.4714	0.0000	0.0000	20.21	4.66
ENSG00000221955	SLC12A8	56.4405	-3.8630	0.4372	-8.8353	9.982E-19	8.829E-18	100.6249	110.6343	5.8345	8.6684	0.09	0.10
ENSG00000185352	HS6ST3	70.4857	5.5015	0.6231	8.8294	1.052E-18	9.297E-18	2.9889	3.1019	141.9730	133.8791	0.00	0.00
ENSG00000293271	SLC44A3-AS1	606.2969	-12.7340	1.4447	-8.8141	1.207E-18	1.065E-17	1243.3653	1181.8221	0.0000	0.0000	9.63	3.18
ENSG00000227757	AP000282.1	606.3199	-12.7342	1.4449	-8.8133	1.215E-18	1.071E-17	1268.2725	1157.0070	0.0000	0.0000	0.00	0.00
ENSG00000265758	LINC01900	266.3693	9.0334	1.0253	8.8101	1.250E-18	1.100E-17	0.9963	1.0340	518.2988	545.1480	0.00	0.00
ENSG00000189283	FHIT	189.5082	1.4441	0.1640	8.8053	1.305E-18	1.148E-17	113.5766	89.9550	274.2219	280.2793	16.05	12.06
ENSG00000172380	GNG12	252.9917	-9.0273	1.0256	-8.8018	1.347E-18	1.181E-17	496.1506	513.8807	0.9724	0.9632	109.73	84.40
ENSG00000145982	FARS2	338.2527	-1.0332	0.1174	-8.8017	1.347E-18	1.181E-17	464.2694	444.6050	214.9044	229.2318	8.11	4.90
ENSG00000159128	IFNGR2	95.1198	6.5351	0.7425	8.8012	1.353E-18	1.185E-17	1.9926	2.0679	183.7870	192.6318	101.27	71.41
ENSG00000140943	MBTPS1	595.1734	-12.7071	1.4447	-8.7957	1.422E-18	1.244E-17	1189.5659	1191.1278	0.0000	0.0000	48.04	30.86
ENSG00000255983	AC007848.1	102.2020	2.1306	0.2423	8.7947	1.434E-18	1.254E-17	44.8329	31.0190	171.1456	161.8107	0.00	0.00
ENSG00000106049	HIBADH	619.8570	12.6970	1.4446	8.7891	1.507E-18	1.316E-17	0.0000	0.0000	1240.8054	1238.6224	158.79	91.03
ENSG00000006611	USH1C	70.7541	5.5076	0.6268	8.7868	1.538E-18	1.341E-17	3.9851	2.0679	157.5317	119.4317	0.00	0.00
ENSG00000133030	MPRIP	587.1707	-12.6873	1.4448	-8.7812	1.617E-18	1.408E-17	1133.7739	1214.9090	0.0000	0.0000	83.28	45.84
ENSG00000265994	AC090365.1	585.9254	-12.6842	1.4448	-8.7790	1.650E-18	1.435E-17	1128.7924	1214.9090	0.0000	0.0000	0.00	0.00
ENSG00000120659	TNFSF11	93.4352	-2.2253	0.2535	-8.7770	1.678E-18	1.458E-17	142.4689	165.4344	35.9795	29.8579	0.00	0.00
ENSG00000155974	GRIP1	583.9317	-12.6796	1.4447	-8.7765	1.686E-18	1.463E-17	1175.6179	1160.1089	0.0000	0.0000	0.82	0.00
ENSG00000272381	LINC02664	612.4781	12.6797	1.4448	8.7760	1.694E-18	1.467E-17	0.0000	0.0000	1276.7849	1173.1276	0.03	0.00
ENSG00000237036	ZEB1-AS1	612.4781	12.6797	1.4448	8.7760	1.694E-18	1.467E-17	0.0000	0.0000	1276.7849	1173.1276	1.23	0.11
ENSG00000287211	ENSG00000287211	583.7056	-12.6792	1.4448	-8.7758	1.697E-18	1.467E-17	1199.5288	1135.2937	0.0000	0.0000	0.00	0.00
ENSG00000163288	GABRB1	579.6409	-12.6690	1.4447	-8.7691	1.801E-18	1.555E-17	1164.6587	1153.9051	0.0000	0.0000	0.00	0.00
ENSG00000287923	ENSG00000287923	608.9265	12.6713	1.4451	8.7683	1.813E-18	1.564E-17	0.0000	0.0000	1302.0677	1133.6381	0.00	0.00
ENSG00000263051	AC087501.3	578.6300	-12.6666	1.4448	-8.7670	1.834E-18	1.581E-17	1189.5659	1124.9540	0.0000	0.0000	0.00	0.00
ENSG00000118482	PHF3	131.1812	7.4210	0.8465	8.7667	1.840E-18	1.584E-17	1.9926	1.0340	268.3874	253.3108	21.21	10.57
ENSG00000129295	DNAAF11	577.4317	-12.6636	1.4448	-8.7651	1.866E-18	1.604E-17	1179.6030	1130.1239	0.0000	0.0000	1.97	0.94
